Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIE07471,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07472,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIE07473,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07474,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07475,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07476,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIE07477,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07478,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07479,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-27,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07460,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07462,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIE07464,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07465,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07468,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07461,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07467,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07469,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIE07463,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07466,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,lung,2020-01-29,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QID98793,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QID98794,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID98796,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID98801,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QID98799,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QID98800,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QID98802,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QID98795,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QID98797,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID98798,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
6LVN_A,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,36,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain A, 2019-nCoV S2 subunit"
6VSB_B,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1288,GenBank,,,,"Wrapp,D., Wang,N., Corbett,K.S., Goldsmith,J.A., Hsieh,C.L., Abiona,O., Graham,B.S., McLellan,J.S., Hsieh,C.",32075877,,,,,,"Chain B, Spike glycoprotein"
6VSB_C,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1288,GenBank,,,,"Wrapp,D., Wang,N., Corbett,K.S., Goldsmith,J.A., Hsieh,C.L., Abiona,O., Graham,B.S., McLellan,J.S., Hsieh,C.",32075877,,,,,,"Chain C, Spike glycoprotein"
6LVN_B,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,36,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain B, 2019-nCoV S2 subunit"
6LXT_A,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain A, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
6VSB_A,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1288,GenBank,,,,"Wrapp,D., Wang,N., Corbett,K.S., Goldsmith,J.A., Hsieh,C.L., Abiona,O., Graham,B.S., McLellan,J.S., Hsieh,C.",32075877,,,,,,"Chain A, Spike glycoprotein"
6LXT_E,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain E, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
6LXT_F,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain F, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
6LVN_C,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,36,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain C, 2019-nCoV S2 subunit"
6LVN_D,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,36,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain D, 2019-nCoV S2 subunit"
6LXT_D,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain D, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
6LXT_B,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain B, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
6LXT_C,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,132,GenBank,,,,"Zhu,Y., Sun,F.",,,,,,,"Chain C, 2019-nCoV S2 subunit,2019-nCoV S2 subunit"
QID88857,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,256,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QID88858,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,110,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F., Pyke,A.T.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"ORF3a, partial [Severe acute respiratory syndrome coronavirus 2]"
QID88859,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,70,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F., Pyke,A.T.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"envelope protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QID21068,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21070,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID21073,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QID21075,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21067,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QID21069,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QID21071,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21072,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QID21074,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QID21076,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QID21058,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21059,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QID21064,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QID21065,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21049,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QID21050,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID21053,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
